Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
LRP4	ENST00000378623.1	low density lipoprotein receptor-related protein 4 	152	1	0	0	1	1	0	1	0	1	hsa-miR-181a-5p	-0.09	-0.09	0.53	2005, 2007, 2009, 2011
RALBP1	ENST00000383432.3	ralA binding protein 1 	134	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.37	2009, 2011
ABTB2	ENST00000435224.2	ankyrin repeat and BTB (POZ) domain containing 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	< 0.1	2005, 2007, 2009, 2011
HTR2C	ENST00000371950.3	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled 	5	1	0	1	0	0	0	0	0	3	hsa-miR-181a-5p	-0.09	-0.09	< 0.1	
RBM26	ENST00000267229.7	RNA binding motif protein 26 	122	1	0	1	0	0	0	0	0	0	hsa-miR-181b-5p	-0.09	-0.22	0.74	2007, 2009, 2011
DIP2C	ENST00000280886.6	DIP2 disco-interacting protein 2 homolog C (Drosophila) 	359	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.09	-0.11	0.73	2011
HIPK1	ENST00000369558.1	homeodomain interacting protein kinase 1 	930	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.41	
RIN2	ENST00000255006.6	Ras and Rab interactor 2 	539	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.11	< 0.1	2005, 2007, 2011
DLG2	ENST00000398309.2	discs, large homolog 2 (Drosophila) 	15	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.50	2005, 2007, 2009, 2011
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.37	2009, 2011
TMEM71	ENST00000356838.3	transmembrane protein 71 	5	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.09	-0.09	< 0.1	2009, 2011
ANKRD50	ENST00000504087.1	ankyrin repeat domain 50 	152	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.09	-0.14	0.77	2007, 2009, 2011
PGR	ENST00000325455.5	progesterone receptor 	8	1	1	0	0	2	0	1	1	5	hsa-miR-181d-5p	-0.09	-0.10	< 0.1	2009, 2011
BRAP	ENST00000419234.4	BRCA1 associated protein 	102	1	1	0	0	3	1	1	1	0	hsa-miR-181d-5p	-0.09	-0.27	0.50	2011
SNX30	ENST00000374232.3	sorting nexin family member 30 	33	1	0	1	0	2	0	2	0	2	hsa-miR-181a-5p	-0.09	-0.10	0.48	
MAP1B	ENST00000296755.7	microtubule-associated protein 1B 	259	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.86	2005, 2007, 2009, 2011
ENPP1	ENST00000360971.2	ectonucleotide pyrophosphatase/phosphodiesterase 1 	159	1	0	1	0	1	0	1	0	2	hsa-miR-181a-5p	-0.09	-0.09	0.43	2011
DIP2B	ENST00000301180.5	DIP2 disco-interacting protein 2 homolog B (Drosophila) 	1613	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.62	2007, 2009, 2011
NDRG2	ENST00000298687.5	NDRG family member 2 	217	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.42	2011
TSFM	ENST00000540550.1	Ts translation elongation factor, mitochondrial 	1340	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	ORF	
PAFAH1B1	ENST00000397195.5	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) 	1570	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.20	0.50	2005, 2007, 2009, 2011
UBE2J1	ENST00000435041.2	ubiquitin-conjugating enzyme E2, J1 	1318	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.09	-0.31	0.77	2009, 2011
FMR1	ENST00000370471.3	fragile X mental retardation 1 	1155	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.09	-0.09	0.46	2005, 2007, 2009, 2011
SLC30A1	ENST00000367001.4	solute carrier family 30 (zinc transporter), member 1 	831	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.12	0.40	
CHMP3	ENST00000263856.4	charged multivesicular body protein 3 	2466	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.08	-0.21	0.78	2009, 2011
HOMER1	ENST00000508576.1	homer homolog 1 (Drosophila) 	394	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.10	0.42	
FBXO45	ENST00000311630.6	F-box protein 45 	72	1	1	0	0	1	0	0	1	2	hsa-miR-181a-5p	-0.08	-0.11	< 0.1	2009, 2011
INO80	ENST00000361937.3	INO80 complex subunit 	279	1	0	1	0	0	0	0	0	2	hsa-miR-181c-5p	-0.08	-0.08	0.78	2007, 2009, 2011
SLC9A8	ENST00000361573.2	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8 	474	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.70	2009, 2011
ARRDC3	ENST00000265138.3	arrestin domain containing 3 	1313	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.65	2005, 2007, 2011
INPP5A	ENST00000368594.3	inositol polyphosphate-5-phosphatase, 40kDa 	243	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.08	-0.08	0.50	2005, 2007, 2009, 2011
FAM73B	ENST00000277475.5	family with sequence similarity 73, member B 	651	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.08	-0.08	0.37	2007, 2009, 2011
SFMBT1	ENST00000394752.3	Scm-like with four mbt domains 1 	116	1	1	0	0	1	0	1	0	2	hsa-miR-181a-5p	-0.08	-0.41	0.79	2011
KIAA1324L	ENST00000450689.2	KIAA1324-like 	181	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.08	-0.15	0.53	2011
CHD7	ENST00000423902.2	chromodomain helicase DNA binding protein 7 	925	2	0	1	1	0	0	0	0	2	hsa-miR-181a-5p	-0.08	-0.20	0.90	2011
DCLK1	ENST00000379892.4	doublecortin-like kinase 1 	9	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.08	-0.18	0.31	2009, 2011
FAM216B	ENST00000537894.1	family with sequence similarity 216, member B 	5	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.08	-0.08	0.74	2009, 2011
ATXN7	ENST00000295900.6	ataxin 7 	264	2	1	1	0	1	0	0	1	1	hsa-miR-181c-5p	-0.08	-0.10	0.88	2011
TMEM127	ENST00000258439.3	transmembrane protein 127 	296	1	1	0	0	0	0	0	0	1	hsa-miR-181b-5p	-0.08	-0.12	0.53	2011
EML1	ENST00000262233.6	echinoderm microtubule associated protein like 1 	371	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.14	0.50	2009, 2011
RNF103-CHMP3	ENST00000604011.1	RNF103-CHMP3 readthrough 	2466	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.08	-0.20	0.78	
GMFB	ENST00000554908.1	glia maturation factor, beta 	15	1	0	0	1	1	0	0	1	0	hsa-miR-181b-5p	-0.08	-0.26	0.39	2005, 2007, 2009
TIAL1	ENST00000369093.2	TIA1 cytotoxic granule-associated RNA binding protein-like 1 	1342	1	0	0	1	0	0	0	0	2	hsa-miR-181c-5p	-0.08	-0.21	0.50	
SGTB	ENST00000381007.4	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta 	205	1	0	0	1	0	0	0	0	0	hsa-miR-181b-5p	-0.08	-0.10	0.46	2009, 2011
HIC2	ENST00000407464.2	hypermethylated in cancer 2 	28	3	2	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.17	0.97	2005, 2007, 2009, 2011
PPP1R3B	ENST00000310455.3	protein phosphatase 1, regulatory subunit 3B 	20	1	1	0	0	2	1	1	0	0	hsa-miR-181a-5p	-0.08	-0.15	0.76	2009, 2011
CLCC1	ENST00000356970.2	chloride channel CLIC-like 1 	849	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.08	-0.27	0.72	2011
SIX4	ENST00000216513.4	SIX homeobox 4 	94	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.08	-0.12	0.45	2007, 2009, 2011
SLC12A5	ENST00000243964.3	solute carrier family 12 (potassium/chloride transporter), member 5 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.49	2009, 2011
RTKN2	ENST00000373789.3	rhotekin 2 	192	1	1	0	0	1	0	0	1	1	hsa-miR-181a-5p	-0.08	-0.08	< 0.1	2009, 2011
FAM102A	ENST00000373095.1	family with sequence similarity 102, member A 	85	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.08	-0.15	0.52	2009, 2011
LPPR4	ENST00000370185.3	Lipid phosphate phosphatase-related protein type 4  	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.72	2005, 2007, 2009, 2011
HS2ST1	ENST00000370550.5	heparan sulfate 2-O-sulfotransferase 1 	787	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.08	-0.14	0.39	2009, 2011
ASXL3	ENST00000269197.5	additional sex combs like 3 (Drosophila) 	65	2	0	2	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.89	
SRGAP1	ENST00000355086.3	SLIT-ROBO Rho GTPase activating protein 1 	64	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.53	2005, 2007, 2009, 2011
LAMC1	ENST00000258341.4	laminin, gamma 1 (formerly LAMB2) 	1082	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.08	-0.10	0.37	2009, 2011
RPS6KA3	ENST00000379565.3	ribosomal protein S6 kinase, 90kDa, polypeptide 3 	769	1	1	0	0	3	0	0	3	2	hsa-miR-181b-5p	-0.08	-0.33	0.78	2005, 2007, 2009, 2011
DDX3X	ENST00000399959.2	DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked 	965	4	1	3	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.32	0.99	2005, 2007, 2009, 2011
KDM5A	ENST00000399788.2	lysine (K)-specific demethylase 5A 	118	1	0	1	0	2	1	1	0	4	hsa-miR-181a-5p	-0.08	-0.09	0.78	2009, 2011
ZNF613	ENST00000293471.6	zinc finger protein 613 	131	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.08	-0.15	0.67	
MSI1	ENST00000257552.2	musashi RNA-binding protein 1 	287	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.62	2005, 2007, 2009, 2011
FAM49A	ENST00000381323.3	family with sequence similarity 49, member A 	38	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.11	0.42	2011
PPP2R2C	ENST00000335585.5	protein phosphatase 2, regulatory subunit B, gamma 	115	1	0	0	1	1	0	1	0	2	hsa-miR-181a-5p	-0.08	-0.08	0.39	
CNOT6L	ENST00000504123.1	CCR4-NOT transcription complex, subunit 6-like 	23	1	1	0	0	1	0	1	0	4	hsa-miR-181d-5p	-0.08	-0.13	< 0.1	2007, 2009, 2011
AP1G1	ENST00000299980.4	adaptor-related protein complex 1, gamma 1 subunit 	436	1	1	0	0	2	1	1	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.31	2005, 2007, 2009, 2011
ILF3	ENST00000449870.1	interleukin enhancer binding factor 3, 90kDa 	1758	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.09	0.29	2005, 2007, 2009, 2011
DNAJC3	ENST00000602402.1	DnaJ (Hsp40) homolog, subfamily C, member 3 	125	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.08	-0.09	< 0.1	2011
MFSD6	ENST00000392328.1	major facilitator superfamily domain containing 6 	47	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.76	2005, 2007, 2009, 2011
CDC42BPA	ENST00000366767.3	CDC42 binding protein kinase alpha (DMPK-like) 	122	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.75	2005, 2007, 2009, 2011
TBC1D9	ENST00000442267.2	TBC1 domain family, member 9 (with GRAM domain) 	200	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.08	-0.21	0.77	2009, 2011
FSTL1	ENST00000295633.3	follistatin-like 1 	6788	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.08	-0.08	0.34	
KCNK12	ENST00000327876.4	potassium channel, subfamily K, member 12 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.07	-0.07	0.59	
FAM179B	ENST00000382233.2	family with sequence similarity 179, member B 	12	1	1	0	0	0	0	0	0	1	hsa-miR-181c-5p	-0.07	-0.07	< 0.1	2005, 2007, 2009, 2011
LCOR	ENST00000371103.3	ligand dependent nuclear receptor corepressor 	94	2	0	2	0	1	0	1	0	0	hsa-miR-181a-5p	-0.07	-0.08	0.83	2011
FBXO48	ENST00000377957.3	F-box protein 48 	13	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.07	-0.20	0.36	
TBC1D14	ENST00000448507.1	TBC1 domain family, member 14 	1583	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.07	0.73	2009, 2011
NSG1	ENST00000421177.2	Neuron-specific protein family member 1  	25	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.18	0.61	2009, 2011
MSL2	ENST00000309993.2	male-specific lethal 2 homolog (Drosophila) 	175	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.07	-0.07	0.78	2009, 2011
SRSF10	ENST00000343255.5	serine/arginine-rich splicing factor 10 	1920	1	0	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.07	-0.08	0.24	
CEP135	ENST00000257287.4	centrosomal protein 135kDa 	19	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.07	-0.11	0.34	2009, 2011
DGCR2	ENST00000545799.1	DiGeorge syndrome critical region gene 2 	1754	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.07	-0.08	0.51	2011
ANXA11	ENST00000372231.3	annexin A11 	2285	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.07	-0.18	0.77	2011
UBE2B	ENST00000265339.2	ubiquitin-conjugating enzyme E2B 	3421	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.41	0.37	2005, 2007, 2009, 2011
CNOT1	ENST00000317147.5	CCR4-NOT transcription complex, subunit 1 	294	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.07	-0.23	0.76	2009, 2011
TBX18	ENST00000369663.5	T-box 18 	54	1	0	0	1	1	0	1	0	1	hsa-miR-181a-5p	-0.07	-0.10	0.42	
NR1D2	ENST00000312521.4	nuclear receptor subfamily 1, group D, member 2 	154	2	1	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.07	-0.17	0.41	2011
IPMK	ENST00000373935.3	inositol polyphosphate multikinase 	196	1	1	0	0	1	0	1	0	2	hsa-miR-181b-5p	-0.07	-0.39	0.76	2011
MAPT	ENST00000344290.5	microtubule-associated protein tau 	11	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.07	-0.07	0.78	2011
LUZP1	ENST00000418342.1	leucine zipper protein 1 	434	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.08	0.53	2005, 2007, 2009, 2011
ERI1	ENST00000250263.7	exoribonuclease 1 	120	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.07	0.30	2009, 2011
STRN	ENST00000263918.4	striatin, calmodulin binding protein 	476	2	1	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.07	-0.09	0.93	2011
MEGF9	ENST00000373930.3	multiple EGF-like-domains 9 	689	1	1	0	0	1	0	1	0	3	hsa-miR-181a-5p	-0.07	-0.07	< 0.1	2009, 2011
FRS2	ENST00000550389.1	fibroblast growth factor receptor substrate 2 	176	2	0	1	1	0	0	0	0	0	hsa-miR-181c-5p	-0.07	-0.16	0.63	2009, 2011
ZSCAN12	ENST00000361028.1	zinc finger and SCAN domain containing 12 	117	1	0	1	0	1	0	0	1	3	hsa-miR-181c-5p	-0.07	-0.07	0.23	
ZNRF2	ENST00000323037.4	zinc and ring finger 2 	403	2	1	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.07	-0.37	0.55	
ZBTB4	ENST00000380599.4	zinc finger and BTB domain containing 4 	1039	3	1	2	0	0	0	0	0	1	hsa-miR-181a-5p	-0.07	-0.07	0.90	2005, 2007, 2009, 2011
MTMR12	ENST00000280285.5	myotubularin related protein 12 	156	2	0	2	0	2	0	2	0	2	hsa-miR-181a-5p	-0.07	-0.11	0.86	2007, 2009, 2011
RNF43	ENST00000407977.2	ring finger protein 43 	52	1	0	1	0	0	0	0	0	1	hsa-miR-181b-5p	-0.07	-0.07	0.75	2009, 2011
PHLPP2	ENST00000568954.1	PH domain and leucine rich repeat protein phosphatase 2 	172	1	1	0	0	2	0	2	0	2	hsa-miR-181a-5p	-0.07	-0.07	< 0.1	2011
KRT222	ENST00000394052.3	keratin 222 	9	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.32	0.73	
NKX3-2	ENST00000382438.5	NK3 homeobox 2 	36	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.10	0.65	2009, 2011
TNRC6B	ENST00000335727.9	trinucleotide repeat containing 6B 	69	2	1	1	0	2	0	2	0	4	hsa-miR-181a-5p	-0.07	-0.09	0.66	2007, 2009, 2011
MCC	ENST00000302475.4	mutated in colorectal cancers 	115	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.08	0.76	2009, 2011
GCC2	ENST00000309863.6	GRIP and coiled-coil domain containing 2 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.07	-0.07	0.25	2009, 2011
VKORC1L1	ENST00000360768.3	vitamin K epoxide reductase complex, subunit 1-like 1 	2291	1	0	1	0	1	0	0	1	2	hsa-miR-181a-5p	-0.07	-0.23	0.70	
SRSF5	ENST00000553521.1	serine/arginine-rich splicing factor 5 	715	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.15	0.42	2011
USP6NL	ENST00000609104.1	USP6 N-terminal like 	183	1	0	1	0	1	0	0	1	2	hsa-miR-181a-5p	-0.07	-0.15	0.79	2009, 2011
L1CAM	ENST00000370060.1	L1 cell adhesion molecule 	439	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.07	0.48	2011
LPCAT1	ENST00000283415.3	lysophosphatidylcholine acyltransferase 1 	298	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.07	-0.10	0.63	2007, 2009, 2011
CUL5	ENST00000393094.2	cullin 5 	761	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.07	-0.07	0.69	2007, 2009, 2011
ZNF394	ENST00000426306.2	zinc finger protein 394 	77	1	0	1	0	1	0	0	1	1	hsa-miR-181d-5p	-0.07	-0.14	< 0.1	
SVIP	ENST00000354193.4	small VCP/p97-interacting protein 	521	1	1	0	0	2	0	1	1	0	hsa-miR-181d-5p	-0.07	-0.59	< 0.1	
YIPF6	ENST00000462683.1	Yip1 domain family, member 6 	888	1	0	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.07	-0.15	0.55	2011
PPP6C	ENST00000373547.4	protein phosphatase 6, catalytic subunit 	346	1	1	0	0	1	0	0	1	1	hsa-miR-181a-5p	-0.07	-0.17	0.25	2011
RASAL2	ENST00000448150.3	RAS protein activator like 2 	950	2	1	1	0	1	0	1	0	1	hsa-miR-181c-5p	-0.07	-0.12	0.35	2011
ACTRT3	ENST00000330368.2	actin-related protein T3 	244	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.07	-0.10	0.28	
UBR2	ENST00000372883.3	ubiquitin protein ligase E3 component n-recognin 2 	728	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.07	-0.14	0.37	2011
TRIM3	ENST00000525074.1	tripartite motif containing 3 	29	1	0	1	0	0	0	0	0	0	hsa-miR-181b-5p	-0.07	-0.07	0.66	2005, 2007, 2009, 2011
CELSR3	ENST00000164024.4	cadherin, EGF LAG seven-pass G-type receptor 3 	13	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.07	-0.07	0.44	2005, 2007, 2009, 2011
RNF152	ENST00000312828.3	ring finger protein 152 	57	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.06	-0.14	0.78	
SEMA4C	ENST00000305476.5	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C 	31	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.06	-0.06	0.61	2007, 2009, 2011
CORO1C	ENST00000261401.3	coronin, actin binding protein, 1C 	1970	1	0	1	0	1	0	0	1	0	hsa-miR-181d-5p	-0.06	-0.12	0.70	
PRDM1	ENST00000369089.3	PR domain containing 1, with ZNF domain 	48	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.06	-0.08	0.66	2009, 2011
STXBP6	ENST00000396700.1	syntaxin binding protein 6 (amisyn) 	40	1	0	0	1	1	0	0	1	0	hsa-miR-181a-5p	-0.06	-0.26	0.52	
ADARB2	ENST00000381312.1	adenosine deaminase, RNA-specific, B2 (non-functional) 	9	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.06	-0.13	0.78	2011
TAF9B	ENST00000341864.5	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa 	19	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.06	-0.12	0.66	2009, 2011
GUCY1A2	ENST00000526355.2	guanylate cyclase 1, soluble, alpha 2 	24	1	1	0	0	5	0	4	1	7	hsa-miR-181b-5p	-0.06	-0.29	< 0.1	
FNDC3A	ENST00000492622.2	fibronectin type III domain containing 3A 	122	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.06	-0.12	0.71	2005, 2007, 2009, 2011
GCNT4	ENST00000322348.4	glucosaminyl (N-acetyl) transferase 4, core 2 	19	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.06	-0.08	0.10	
GATC	ENST00000551765.1	glutamyl-tRNA(Gln) amidotransferase, subunit C 	781	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.06	-0.10	0.53	2011
ETNK1	ENST00000266517.4	ethanolamine kinase 1 	1047	2	1	0	1	1	0	0	1	2	hsa-miR-181a-5p	-0.06	-0.34	0.60	2007, 2009, 2011
ZFX	ENST00000539115.1	zinc finger protein, X-linked 	583	1	0	1	0	1	0	1	0	2	hsa-miR-181c-5p	-0.06	-0.07	0.22	
ITGA6	ENST00000375221.2	integrin, alpha 6 	1328	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.06	-0.06	0.37	2009, 2011
GALNT16	ENST00000337827.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16 	35	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.06	-0.06	0.36	2007, 2009, 2011
KIAA1551	ENST00000312561.4	KIAA1551 	15	1	0	1	0	4	1	2	1	0	hsa-miR-181b-5p	-0.06	-0.22	0.72	
DIXDC1	ENST00000440460.2	DIX domain containing 1 	307	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.06	-0.06	0.35	
NUCKS1	ENST00000367142.4	nuclear casein kinase and cyclin-dependent kinase substrate 1 	1692	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.06	-0.21	0.76	2011
EXO1	ENST00000518483.1	exonuclease 1 	1028	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.06	-0.10	< 0.1	
KIAA1549L	ENST00000321505.4	KIAA1549-like 	117	2	2	0	0	2	0	0	2	1	hsa-miR-181c-5p	-0.06	-0.09	0.75	2009, 2011
SLC6A2	ENST00000219833.8	solute carrier family 6 (neurotransmitter transporter), member 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.06	-0.06	0.53	2011
MAP4K4	ENST00000413150.2	mitogen-activated protein kinase kinase kinase kinase 4 	1551	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.06	-0.14	0.48	2005, 2007, 2009, 2011
TTC39B	ENST00000512701.2	tetratricopeptide repeat domain 39B 	161	1	1	0	0	3	0	3	0	0	hsa-miR-181a-5p	-0.06	-0.10	< 0.1	2011
AL021546.6	ENST00000551806.1	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial  	781	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.06	-0.10	0.53	
FNDC3B	ENST00000336824.4	fibronectin type III domain containing 3B 	509	1	0	1	0	1	0	1	0	0	hsa-miR-181c-5p	-0.06	-0.12	0.49	2005, 2007
SUGT1	ENST00000310528.8	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) 	430	1	1	0	0	3	0	1	2	2	hsa-miR-181b-5p	-0.06	-0.47	< 0.1	
MID2	ENST00000262843.6	midline 2 	194	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.06	-0.07	< 0.1	2011
CSNK1A1	ENST00000261798.5	casein kinase 1, alpha 1 	769	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.06	-0.12	0.77	
ARF3	ENST00000256682.4	ADP-ribosylation factor 3 	1093	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.06	-0.07	0.42	2005, 2007, 2009, 2011
STOX2	ENST00000308497.4	storkhead box 2 	379	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.06	-0.06	0.78	
ANAPC16	ENST00000299381.4	anaphase promoting complex subunit 16 	986	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.06	-0.29	0.74	2009, 2011
PSAP	ENST00000394936.3	prosaposin 	8630	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.06	< 0.1	2005, 2007, 2009, 2011
RBM27	ENST00000265271.5	RNA binding motif protein 27 	130	1	0	1	0	2	0	1	1	0	hsa-miR-181c-5p	-0.05	-0.11	0.36	
YTHDF3	ENST00000539294.1	YTH domain family, member 3 	444	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.05	-0.09	0.30	2005, 2007, 2011
CTNND1	ENST00000524630.1	catenin (cadherin-associated protein), delta 1 	743	1	0	0	1	1	0	1	0	1	hsa-miR-181a-5p	-0.05	-0.07	0.41	2011
RALGAPA2	ENST00000202677.7	Ral GTPase activating protein, alpha subunit 2 (catalytic) 	24	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.07	0.78	2011
ATG2B	ENST00000359933.4	autophagy related 2B 	146	1	0	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.05	-0.05	0.76	2009, 2011
